ts,tweet_id,author_id,text,lang,country_code,location,tag,translated_text,sentiment,score
2022-06-01 02:14:43,1531821513342865408,2902285286,US to provide Ukraine with longer-range rocket systems | Financial Times http,en,,香港,ukraine,US to provide Ukraine with longer-range rocket systems | Financial Times http,Neutral,0.9261768460273743
2022-06-01 02:14:47,1531821531789131776,1497984826422476809,@EuromaidanPress Uploaded in 144p hard to see anything tbh,en,,,russia,@EuromaidanPress Uploaded in 144p hard to see anything tbh,Negative,0.60878986120224
2022-06-01 02:14:58,1531821577104347137,1054181012249337856,@user @amyklobuchar Says man with Ukrainian flag in bio. We own arms here for the same reason we are sending arms to Ukraine.,en,,,ukraine,@teddmanii @amyklobuchar Says man with Ukrainian flag in bio. We own arms here for the same reason we are sending arms to Ukraine.,Negative,0.5515429377555847
2022-06-01 02:15:08,1531821618615439361,1393810205935382528,@McFaul @POTUS The morning was ' foggy ' but at night I will have ' better ' sleep.,en,,,ukraine,@McFaul @POTUS The morning was ' foggy ' but at night I will have ' better ' sleep.,Neutral,0.5563908219337463
2022-06-01 02:15:15,1531821646293741571,917071225167532032,Not upset. We are pissed off ! http,en,,USA,ukraine,Not upset. We are pissed off ! http,Negative,0.7689997553825378
2022-06-01 02:15:16,1531821651322716160,1412102757331374086,"ACTUALIZACIÓN DEL TRATADO DE LA OMS Junto a #África, otros países que rechazan las ""reformas"" son #Brasil, #Rusia, #India, #China, #Sudáfrica, #Irán y #Malasia. Brasil dijo que saldría de la #OMS por completo, en lugar de someterse al #NuevoTratadoWH. http",es,,,russia,"WHO TREATY UPDATE Along with #Africa, other countries that reject ""reforms"" are #Brazil, #Russia, #India, #China, #South Africa, #Iran and #Malaysia. Brazil said it would come out of #WHO completely, instead of submitting to #NewTreatyWH. http.",Negative,0.701359212398529
2022-06-01 02:15:27,1531821698294874113,2189434015,"Russia’s Nuclear Threat Inflation: Misguided and Dangerous by Lawrence Korb and Stephen Cimbala May 31, 2022 http",en,,"Sydney, New South Wales",russia,"Russia’s Nuclear Threat Inflation: Misguided and Dangerous  by Lawrence Korb and Stephen Cimbala  May 31, 2022  http",Neutral,0.7796361446380615
2022-06-01 02:15:31,1531821716338515968,1326965950160248857,"Los que quieren a Putin muerto, no saben la determinación que tienen todos los demás. http",es,,,russia,"Those who want Putin dead do not know the determination that everyone else has. http://t.co/t1g3f — Putin (@Putin) November 13, 2015",Negative,0.6858122944831848
2022-06-01 02:15:32,1531821717588410369,1438376365934268420,"@JoeNBC You have to choose between a girl you are seeing for 2 months or your childhood best buddy.. whom do you choose? PS: the chic has harmed you in past, belittled you, funded your arch rival and dated them for 5 yrs. I hope the analogy was helpful.",en,,India,russia,"@JoeNBC You have to choose between a girl you are seeing for 2 months or your childhood best buddy.. whom do you choose?  PS: the chic has harmed you in past, belittled you, funded your arch rival and dated them for 5 yrs.  I hope the analogy was helpful.",Neutral,0.5043790936470032
2022-06-01 02:15:40,1531821751159635975,16499559,"@TomFitton Oh fer crissakes, Tom. Durham did his best. But- ""internet servers belonging to Alfa Bank had looked up the address of the Trump Organization server 2,820 times between May and September 2016."" I think TFG got lucky that this is only a smelly mystery. http",en,,the right coast,russia,"@TomFitton Oh fer crissakes, Tom. Durham did his best.  But- ""internet servers belonging to Alfa Bank had looked up the address of the Trump Organization server 2,820 times between May and September 2016.""  I think TFG got lucky that this is only a smelly mystery. http",Negative,0.5891351103782654
2022-06-01 02:15:42,1531821763302129665,336747804,@user @user Don’t buy that one,en,,"Houston, TX",russia,@The_Real_Fly @GreenMonsterah Don’t buy that one,Negative,0.5530906319618225
2022-06-01 02:15:44,1531821768339603457,1495965883289804802,Whoever finances Russia - finances terrorism and genocide. @rglucks1 @RobertaMetsola @EPP @EPPGroup @othmar_karas @RenewEurope @PES_PSE #IAmEuropean @GBNEWS @v_meimarakis @KatiPiri @davidmcallister @EP_Development @EPInstitutional http,en,,,russia,Whoever finances Russia - finances terrorism and genocide. @rglucks1 @RobertaMetsola @EPP @EPPGroup @othmar_karas @RenewEurope @PES_PSE #IAmEuropean @GBNEWS @v_meimarakis @KatiPiri @davidmcallister @EP_Development @EPInstitutional http,Negative,0.6838446259498596
2022-06-01 02:15:51,1531821799406977024,1445990630946131972,@user Ok the wheels moving now 😬,en,,United States ,russia,@FirstSquawk Ok the wheels moving now 😬,Neutral,0.8457613587379456
2022-06-01 02:15:55,1531821815320002562,794329698,@user Yup. It is out of place. But maybe they'll connect it all somehow? Hopper got transported all the way to Russia so maybe they can use it as a shortcut back. I just fucking love Murray man. Swell dude.,en,,,russia,@moog_art Yup. It is out of place. But maybe they'll connect it all somehow? Hopper got transported all the way to Russia so maybe they can use it as a shortcut back. I just fucking love Murray man. Swell dude.,Positive,0.5015763640403748
2022-06-01 02:16:01,1531821843002585089,1247683755172442112,"This is smart, clear, strategic messaging from Biden. http",en,,Sydney,ukraine,"This is smart, clear, strategic messaging from Biden. http",Positive,0.9063467383384705
2022-06-01 02:16:04,1531821855606296578,3178951821,Russia cuts gas supplies to Netherlands and firms in Denmark and Germany | European Union | The Guardian http,en,,"Ile-de-France, France",russia,Russia cuts gas supplies to Netherlands and firms in Denmark and Germany | European Union | The Guardian http,Neutral,0.8129525184631348
2022-06-01 02:16:08,1531821870697177090,1375076357479141377,India increases its import of Russian oil. It's good. But the EU agreed to ban 90% of Russian oil imports by the end of the year. Do you believe that? #Shocking #US #Russia #RussiaUkraineWar http,en,,,russia,India increases its import of Russian oil. It's good. But the EU agreed to ban 90% of Russian oil imports by the end of the year. Do you believe that? #Shocking #US #Russia #RussiaUkraineWar  http,Negative,0.6004382371902466
2022-06-01 02:16:14,1531821894583955458,4765923393,Guerre en Ukraine. Washington va fournir des systèmes de lance-roquettes aux Ukrainiens http Source : Ouest France #123INFO,fr,,France,ukraine,War in Ukraine. Washington will provide rocket launchers to Ukrainians http Source: West France #123INFO,Neutral,0.9070316553115845
2022-06-01 02:16:14,1531821896286740487,4883314701,@laurenboebert Democrats should sent 40 billion to the Ukraine to arm terrorists all over the world everyone knows the Ukraine is one of the biggest markets for legal alarms. They were quite a few Republicans with them in that endeavor,en,,"Pennsylvania, USA",ukraine,@laurenboebert Democrats should sent 40 billion to the Ukraine to arm terrorists all over the world everyone knows the Ukraine is one of the biggest markets for legal alarms. They were quite a few Republicans with them in that endeavor,Negative,0.6532158255577087
2022-06-01 02:16:16,1531821904251830272,24191275,"@user @user I was alive in the 80s, we definitely used USSR, Soviet Union and Russia interchangeably. Was it correct? No. Did we do it all the time, yes.",en,,IBC,russia,"@farsa_jaan @cheezuzcrust I was alive in the 80s, we definitely used USSR, Soviet Union and Russia interchangeably. Was it correct? No. Did we do it all the time, yes.",Neutral,0.7740517854690552
2022-06-01 02:16:16,1531821904264404992,952868437,@RepRussFulcher @user Hey! Did you hear about the 19 children massacred last week in Texas? #GunControlNow,en,,,ukraine,@RepRussFulcher @All435Reps Hey! Did you hear about the 19 children massacred last week in Texas? #GunControlNow,Negative,0.7549629211425781
2022-06-01 02:16:23,1531821931938611200,2296270837,「ウクライナ軍がロシアのヘリコプターを撃墜した 第93ホロドニーヤー機械化旅団の対空砲大隊の移動式射撃グループが、イグラの携帯式防空システムによってKa-52アリゲーターヘリコプターをイジウム方向で撃墜しました」 http,ja,,JAPAN TOKYO 千代田区,russia,"""The Ukrainian army shot down a Russian helicopter, and a mobile fire group from the 93rd Hollander Mechanization Squad, and a Kak-52 Arigar helicopter shot down in Idium by Igra's portable air defense system."" http:",Negative,0.5237286686897278
2022-06-01 02:16:26,1531821947461541893,3262719085,@user @EricGreitens You should ask the people of Ukraine when they were invaded why they needed guns (that were freely given to them),en,,,ukraine,@cboesib @EricGreitens You should ask the people of Ukraine when they were invaded why they needed guns (that were freely given to them),Negative,0.5925590395927429
2022-06-01 02:16:38,1531821995276607489,1287779032860303360,"U.S. to Send Ukraine $700 Million in Military Aid, Including Advanced Rockets http",en,,,ukraine,"U.S. to Send Ukraine $700 Million in Military Aid, Including Advanced Rockets http",Neutral,0.9356236457824707
2022-06-01 02:16:44,1531822021679624193,1492780937708515334,I really think Putin should appoint Juan Guaido as the legitimate Ukrainian president asap.,en,,,russia,I really think Putin should appoint Juan Guaido as the legitimate Ukrainian president asap.,Neutral,0.6591618061065674
2022-06-01 02:16:50,1531822047256625153,1239546832813985799,@RepMTG You are so stupid! You need to maybe try and educate yourself just a bit before you open your mouth. My god if the US lets someone like you run the country it will fall so fast. Americans this is exactly who Russia wants in office. How easy it will be for them to take!,en,,,russia,@RepMTG You are so stupid! You need to maybe try and educate yourself just a bit before you open your mouth. My god if the US lets someone like you run the country it will fall so fast. Americans this is exactly who Russia wants in office.  How easy it will be for them to take!,Negative,0.9440495371818542
2022-06-01 02:16:52,1531822055665958912,1279295988885106688,"@user @user They still have family in Ukraine, aunts uncles grandparents. This is meant to erase their Ukrainian culture.",en,,,ukraine,"@raptorgirlSK @mhmck They still have family in Ukraine, aunts uncles grandparents. This is meant to erase their Ukrainian culture.",Negative,0.799542248249054
2022-06-01 02:16:56,1531822072862736384,1276477313287241730,@user @lopatonok Not a chance for this Nazi . Should stay in Ukraine and wait for the tribunal in Donetsk &amp; Luhansk People’s Republics . He is full in blood of Donbass people and of deceived Ukrainians until his neck ! http,en,,,ukraine,@Levi_godman @lopatonok Not a chance for this Nazi . Should stay in Ukraine and wait for the tribunal in Donetsk &amp; Luhansk People’s Republics . He is full in blood of Donbass  people and of deceived Ukrainians until his neck  ! http,Negative,0.913250744342804
2022-06-01 02:16:59,1531822084598419457,3352247434,@terrelljstarr @user I don't support anyone who supports Ukraine.,en,,Thailand,ukraine,@terrelljstarr @NatSecDiver I don't support anyone who supports Ukraine.,Negative,0.8220183253288269
2022-06-01 02:17:01,1531822090906587136,1516906416027570176,"These people (🇺🇦) fail to impress as a group. Either in an intellectual argument about why Ukraine is losing and hear them say but they aren’t, or just in the gotcha moments they think they’re having, but they aren’t. A truly dull bunch. http http",en,,Athens,ukraine,"These people (🇺🇦) fail to impress as a group. Either in an intellectual argument about why Ukraine is losing and hear them say but they aren’t, or just in the gotcha moments they think they’re having, but they aren’t. A truly dull bunch. http http",Negative,0.927853524684906
2022-06-01 02:17:02,1531822098036969472,211957506,"@user Kriegsschiffe sind schwere Waffen und da hat die Nato, Scholz, Onkel Dagobert...",de,,"🇪🇺 Berlin, Germany",ukraine,"@winkelsdorf warships are heavy weapons and there has been the Nato, Scholz, Uncle Dagobert...",Neutral,0.6559590697288513
2022-06-01 02:17:08,1531822121533509632,1530170914918260737,"@WIONews @nytimes ... It is clear to me, and I sure I'm not isolated in this view, that the escalation of the NATO hegemony began then. To this day it has been a matter of NATO expansionism and in my opinion, little else. Looking upon the claim of Russian expansionism - spurious....",en,,"Per rectus, ",ukraine,"@WIONews @nytimes ... It is clear to me, and I sure I'm not isolated in this view, that the escalation of the NATO hegemony began then. To this day it has been a matter of NATO expansionism and in my opinion, little else.  Looking upon the claim of Russian expansionism - spurious....",Neutral,0.6465279459953308
2022-06-01 02:17:09,1531822125727862784,106427888,@RepMTG Do you know that we share physical border only with US? Likely not. Any invader other than US would get their troops to invade us how exactly? Parachute from planes? War ships crossing an ocean? We wouldn’t see either of those coming lol. You’re a smart one - not.,en,,Outer reaches of Tdot universe,russia,@RepMTG Do you know that we share physical border only with US?  Likely not. Any invader other than US would get their troops to invade us how exactly?  Parachute from planes? War ships crossing an ocean? We wouldn’t see either of those coming lol.  You’re a smart one - not.,Negative,0.6502040028572083
2022-06-01 02:17:15,1531822152986644480,1446996814046109700,word yall im out http,en,,Astroshart🪐,russia,word yall im out http,Negative,0.7025570273399353
2022-06-01 02:17:25,1531822192819941382,1516752425717276674,@Jerusalem_Post Killers Inc.,en,,,russia,@Jerusalem_Post Killers Inc.,Negative,0.8823784589767456
2022-06-01 02:17:26,1531822197840281601,1479665769218654213,⛳️World Cup play-off 🏴󠁧󠁢󠁳󠁣󠁴󠁿Scotland vs Ukraine🇺🇦 🗓️2 Jun 2022 ⏰18:45 UTC 🏟️Hampden Park - Glasgow #Qatar2022 #WorldCup2022 http,en,,United States,ukraine,⛳️World Cup play-off 🏴󠁧󠁢󠁳󠁣󠁴󠁿Scotland vs Ukraine🇺🇦 🗓️2 Jun 2022 ⏰18:45 UTC 🏟️Hampden Park - Glasgow  #Qatar2022 #WorldCup2022 http,Neutral,0.9391570687294006
2022-06-01 02:17:30,1531822216299565056,1499238264410189826,Un freaking believable. http,en,,You know exactly where I am ,russia,Un freaking believable. http,Negative,0.9210323691368103
2022-06-01 02:17:30,1531822212549947392,1059228979134193664,@user @GeoffYoung4KY Just like Somalia asked the US for help 🥰🇺🇸,en,,,russia,@not_a_piano_key @GeoffYoung4KY Just like Somalia asked the US for help 🥰🇺🇸,Positive,0.7496345639228821
2022-06-01 02:17:34,1531822229738119169,1398823040985751552,@oliverdarcy What? It's a major blow to left wing media. The liberal media reported on trump russia collusion like it was going to end Trump. It wasn't even true.,en,,,russia,@oliverdarcy What? It's a major blow to left wing media. The liberal media reported on trump russia collusion like it was going to end Trump. It wasn't even true.,Negative,0.8800633549690247
2022-06-01 02:17:38,1531822246498471936,117554952,@user @newsmax You seem really important 🤣 http,en,,"Seattle, WA",ukraine,@DavidJo36754404 @newsmax You seem really important 🤣 http,Positive,0.9498254656791687
2022-06-01 02:17:40,1531822257399484417,141536013,このホッパーめちゃくちゃ格好良い…🥰 http,ja,,台湾,russia,"You're so cool, you're so cute, you're so cute.",Positive,0.9757204055786133
2022-06-01 02:17:40,1531822254492897290,1531310493507502081,@Breaking911 She’s so ugly,en,,State of Me,russia,@Breaking911 She’s so ugly,Negative,0.9382932186126709
2022-06-01 02:17:40,1531822257839828993,1426292759128801283,"@user @fox13seattle I ain't supporting nazis and I sure ain't supporting Russia, keep drinking the Kool aid russia is pouring",en,,,russia,"@commiediksukka @fox13seattle I ain't supporting nazis and I sure ain't supporting Russia, keep drinking the Kool aid russia is pouring",Negative,0.8023883104324341
2022-06-01 02:17:44,1531822273770016769,1395829237626642433,@user This is getting ridiculous,en,,,ukraine,@shadow79001010 This is getting ridiculous,Negative,0.8717727661132812
2022-06-01 02:17:44,1531822272935350279,1512462698218508290,I went after the Don-Kuban union until Russia got an event that allowed them to annex the country right from under me. I wouldn't have been able to fight them off but wish I at least had the chance.,en,,Your mom's basement,russia,I went after the Don-Kuban union until Russia got an event that allowed them to annex the country right from under me. I wouldn't have been able to fight them off but wish I at least had the chance.,Negative,0.7158914804458618
2022-06-01 02:17:44,1531822273761488896,47528918,@user Sweet,en,,"Oakland, California",ukraine,@keriiikeriii Sweet,Positive,0.6060113310813904
2022-06-01 02:17:50,1531822299757912064,451662665,@user @user Millions of jobs added... Yearly deficits dropping... We're now supporting Ukraine rather than extorting Ukraine... #BidenDelivers,en,,United States of America,ukraine,@UNITE2DEFEND @yesisworld Millions of jobs added... Yearly deficits dropping... We're now supporting Ukraine rather than extorting Ukraine... #BidenDelivers,Positive,0.6189990043640137
2022-06-01 02:17:51,1531822301888512000,1471891197006430208,@MailOnline “ You’re not allowed to do to them what they’re doing to you. Got that ?”,en,,"704 Hauser St, Queens, NYC",russia,@MailOnline “ You’re not allowed to do to them what they’re doing to you. Got that ?”,Negative,0.5685591101646423
2022-06-01 02:17:52,1531822305650671616,731683354672664581,@user You're so pathetic that you can't even read right.,en,,Occupied Indigenous Land,russia,@DaxiTheCringe You're so pathetic that you can't even read right.,Negative,0.9508036971092224
2022-06-01 02:17:55,1531822320750411782,1519321137636954112,@newsmax Doj fbi is corrupt!,en,,,russia,@newsmax Doj fbi is corrupt!,Negative,0.9136385321617126
2022-06-01 02:17:58,1531822332079120390,1902325945,"@user @mikepompeo You're wrong. They destroyed nothing, left it all behind including people that other organizations had to go in &amp; evacuate. Trump did no such thing. Biden is a weak pathetic old man that was installed because of those qualities. We will never agree, so have a good night.",en,,,russia,"@lonquest @mikepompeo You're wrong. They destroyed nothing,  left it all behind including people that other organizations had to go in &amp; evacuate.   Trump did no such thing.   Biden is a weak pathetic old man that was installed because of those qualities.  We will never agree, so have a good night.",Negative,0.879156768321991
2022-06-01 02:17:58,1531822331210788864,976060126120390657,Exempting Russia .. Kyun pange le rahe,tl,,"Pune, India",russia,Exempting Russia . Kyyan pae le rahe,Neutral,0.7804986238479614
2022-06-01 02:18:02,1531822348839665664,1546116806,"Shit up. You have no right to Somme the after having ducked up the country and economy. Stupid woman, there is sanction on payments using swift, which is the settlement vehicle, and voluntary sanctions by countries on buying Russian oil. http",en,,,russia,"Shit up. You have no right to Somme the after having ducked up the country and economy. Stupid woman, there is sanction on payments using swift, which is the settlement vehicle, and voluntary sanctions by countries on buying Russian oil. http",Negative,0.9231553077697754
2022-06-01 02:18:07,1531822369802792961,1458210949337341956,@GeorgePapa19 We don't rely on US banks for loans. We get most of our money from Russia.,en,,,russia,@GeorgePapa19 We don't rely on US banks for loans. We get most of our money from Russia.,Neutral,0.7530164122581482
2022-06-01 02:18:08,1531822374009679872,1518718341397069828,@user Ukraine flag in bio = retarded takes,en,,Global Weimar,ukraine,@kabriel48564404 Ukraine flag in bio = retarded takes,Negative,0.8438853621482849
2022-06-01 02:18:18,1531822416384565249,758819491002265602,@FoxNews This🍆sucker is going to lead us to nuclear war and half the country is ok with it….,en,,,ukraine,@FoxNews This🍆sucker is going to lead us to nuclear war and half the country is ok with it….,Negative,0.9236472845077515
2022-06-01 02:18:19,1531822421820420096,1105717783,Major EU states oppose granting Ukraine candidate status – Italy Major EU states oppose granting Ukraine candidate status – Italy http,en,,,ukraine,Major EU states oppose granting Ukraine candidate status – Italy Major EU states oppose granting Ukraine candidate status – Italy http,Negative,0.5326512455940247
2022-06-01 02:18:20,1531822425582600193,2898690385,"@user I would love for you to do an episode with @user as your guest. She is a bright young Ukrainian, living in Ukraine, with her fam. She’s got a global education and the very best outlook imaginable. Thanks for considering this.",en,,,ukraine,"@vitusspehar I would love for you to do an episode with @xenasolo as your guest. She is a bright young Ukrainian, living in Ukraine, with her fam. She’s got a global education and the very best outlook imaginable. Thanks for considering this.",Positive,0.9626191854476929
2022-06-01 02:18:21,1531822429382778880,1318333112,The left's fuss over conservatives who buck the Ukraine narrative http,en,,,ukraine,The left's fuss over conservatives who buck the Ukraine narrative http,Neutral,0.6861909627914429
2022-06-01 02:18:24,1531822442397995008,1526941344371187717,@user but the problem is that many are skeptical of the words of the westerners who today say this and in the future with weapons should be sent = all western actions are lies.,en,,,ukraine,@AZmilitary1 but the problem is that many are skeptical of the words of the westerners who today say this and in the future with weapons should be sent = all western actions are lies.,Negative,0.7874916195869446
2022-06-01 02:18:24,1531822442808807424,902950509769875456,@dcexaminer They’re impoverishing their own citizens.,en,,,ukraine,@dcexaminer They’re impoverishing their own citizens.,Negative,0.8824012279510498
2022-06-01 02:18:29,1531822462077476864,260932033,"So what happens when the war is over. Lemme guess, they’ll use the weapons to…… http",en,,"Sulphur City, St. Lucia W.I.",ukraine,"So what happens when the war is over. Lemme guess, they’ll use the weapons to…… http",Neutral,0.7534067034721375
2022-06-01 02:18:33,1531822478452051968,19507697,"@user @user @user I understand the west cares none or very little about Africa &amp; black folk… However, the similarities of #Ukraine army &amp; #TPLFTerroristGroup in #Ethiopia are uncanny.They’re both heavily supported by #US,#UK,#EU &amp; western liberal MSM; spread disinformation… what are the chances.",en,,አሮጌው ሰፈር,ukraine,"@IndLeftNews @ReadeAlexandra @caitoz I understand the west cares none or very little about Africa &amp; black folk… However, the similarities of #Ukraine army &amp; #TPLFTerroristGroup in #Ethiopia are uncanny.They’re both heavily supported by #US,#UK,#EU &amp; western liberal MSM; spread disinformation… what are the chances.",Negative,0.7013251781463623
2022-06-01 02:18:36,1531822491852632064,1277741719002288128,I've always wondered what happens to people fighting God. Indiana Kirby Ghostbusters. It's takes a zillion years to be a God? It's more like that I'm God before you can believe he pushed the button. My hand of God made this: http,en,,Las Vegas,ukraine,I've always wondered what happens to people fighting God.  Indiana Kirby Ghostbusters.  It's takes a zillion years to be a God?   It's more like that I'm God before you can believe he pushed the button.  My hand of God made this:  http,Neutral,0.6842623353004456
2022-06-01 02:18:38,1531822499012431872,1085557251350384645,@user Could have used the $122B of covid funds that was for ventilation to make teachers and students safe bc of the “deadliest virus in history.” But then again that was accomplished.,en,,"West Virginia, USA",ukraine,@audraf637 Could have used the $122B of covid funds that was for ventilation to make teachers and students safe bc of the “deadliest virus in history.” But then again that was accomplished.,Negative,0.7560102343559265
2022-06-01 02:18:40,1531822509061963776,1518824531909033986,@user @user @RepMTG And Canada voted yes to Brexit,en,,,russia,@anarchic_teapot @KayLovesToRead @RepMTG And Canada voted yes to Brexit,Neutral,0.7782936096191406
2022-06-01 02:18:45,1531822527508619264,1499722957366743042,@EuromaidanPress 🇷🇺 état terroriste,fr,,,ukraine,@EuromaidanPress 的 terrorist state,Negative,0.8924720287322998
2022-06-01 02:18:47,1531822537583501312,2296270837,「ロシアの兵士は、ウクライナとの戦争に行く前に民間人を殺すための合意書に署名しています -ウクライナのセキュリティサービス 捕らえられたロシア狙撃兵は、占領者が民間人を殺すように命じられることを事前に理解しているとSSU役員に語った」 http,ja,,JAPAN TOKYO 千代田区,ukraine,"""The Russian soldiers signed an agreement to kill civilians before going to war with Ukraine.",Negative,0.6638261675834656
2022-06-01 02:18:48,1531822540091445252,78714922,The videos were found in a mobile phone confiscated from a Russian soldier by Ukrainian authorities. http,en,,"New York, NY",ukraine,The videos were found in a mobile phone confiscated from a Russian soldier by Ukrainian authorities. http,Neutral,0.7934765815734863
2022-06-01 02:18:52,1531822558160785413,822599416762744832,@mattjcan We aren't,en,,Australia,ukraine,@mattjcan We aren't,Neutral,0.8321717381477356
2022-06-01 02:18:55,1531822570307198978,2163139425,@user Insanity,en,,,ukraine,@The_Real_Fly Insanity,Negative,0.5839365720748901
2022-06-01 02:18:56,1531822576607154176,929355502055718912,From Ukraine With Love #OpRussia http,en,,,ukraine,From Ukraine With Love #OpRussia http,Positive,0.690570592880249
2022-06-01 02:19:01,1531822597142245376,896823932648439808,@newsmax So lying is ok if you're a democrat 🤔,en,,,russia,@newsmax So lying is ok if you're a democrat 🤔,Negative,0.715186357498169
2022-06-01 02:19:01,1531822594638221313,1524882641358508032,@newsmax @SchmittNYC Why we he surrender when our government is sending him billions of our money to launder.,en,,,russia,@newsmax @SchmittNYC Why we he surrender when our government is sending him billions of our money to launder.,Negative,0.6758065819740295
2022-06-01 02:19:05,1531822612665466880,1482569352587141120,@RepMTG Viva Frei was saying Trudeau was sending all of their military equip to Ukraine. All of it,en,,,ukraine,@RepMTG Viva Frei was saying Trudeau was sending all of their military equip to Ukraine. All of it,Neutral,0.5230962038040161
2022-06-01 02:19:04,1531822606781136896,1529799877806329857,@user 🔥PIGE ZILLA🔥 👨🏻‍🏫 TRUSTED DEV (12000x PREVIOUS PROJECT ATH) 📈 GREAT POTENTIAL 💰 LOW TAXES Buy/Sell Tax 0% (No Tax) Charts: http Telegram: http Twitter: http Website: http #Pige #zilla #BSC #1000xgem,en,,"Yogyakarta, Indonesia",russia,@BTC_Archive 🔥PIGE ZILLA🔥  👨🏻‍🏫 TRUSTED DEV (12000x PREVIOUS PROJECT ATH)  📈 GREAT POTENTIAL 💰 LOW TAXES Buy/Sell Tax  0% (No Tax) Charts: http  Telegram: http Twitter: http Website: http #Pige #zilla #BSC #1000xgem,Positive,0.9458954930305481
2022-06-01 02:19:09,1531822627764899841,1518982655286554625,@dcexaminer We were energy independent. Until the NWO came aboard that is.,en,,Omnipresent,ukraine,@dcexaminer We were energy independent. Until the NWO came aboard that is.,Neutral,0.7923774719238281
2022-06-01 02:19:10,1531822634471632896,979594272281321472,@dbongino Putin’s tool http,en,,,russia,@dbongino Putin’s tool http,Negative,0.7236459851264954
2022-06-01 02:19:12,1531822640754827265,1461827479287513089,@user @FoxNews One no we don't have plenty of both. Two if you don't realize we are heading for war youre blind. Theres no changing the topic. Three we don't know what putin really believes.,en,,,russia,@Rasnorok @FoxNews One no we don't have plenty of both. Two if you don't realize we are heading for war youre blind. Theres no changing the topic. Three we don't know what putin really believes.,Negative,0.8121970891952515
2022-06-01 02:19:12,1531822641178345472,3361800275,This Reactionary Conservatism http,en,,"Collinsville, IL",ukraine,This Reactionary Conservatism http,Neutral,0.5195195078849792
2022-06-01 02:19:16,1531822658786013185,999966929174413312,戦争のおかげで他国で裕福に暮らせるって皮肉やね。 http,ja,,西日本,ukraine,"It's ironic that war allows us to live happily in other countries, isn't it, http?",Negative,0.6985825896263123
2022-06-01 02:19:19,1531822672639733760,2187682212,"@Newsweek Dangerous to report unverified news without real facts, especially related to war crimes,",en,,"Scottsdale, AZ",ukraine,"@Newsweek Dangerous to report unverified news without real facts, especially related to war crimes,",Negative,0.8862528204917908
